"data","iter","CBA","RIPPER","SBRL"
"ion",1,7.35041308403015,0.0528120994567871,8.80105495452881
"ion",2,13.2485208511353,0.0613229274749756,8.81293392181396
"ion",3,10.0149350166321,0.068228006362915,8.75678896903992
"ion",4,12.9849948883057,0.0630810260772705,8.95701289176941
"ion",5,8.02880716323853,0.0648989677429199,9.10244703292847
"ion",6,12.1011281013489,0.050800085067749,9.12415599822998
"ion",7,10.4587209224701,0.0574219226837158,8.79881501197815
"ion",8,9.21771788597107,0.0531129837036133,8.88901996612549
"ion",9,13.5580379962921,0.0625560283660889,8.84299492835999
"ion",10,8.77074503898621,0.0521519184112549,8.88411784172058
