"data","iter","CBA","RIPPER","SBRL"
"banknote",1,0.105922937393188,0.0294258594512939,1.69094300270081
"banknote",2,0.111989974975586,0.0258948802947998,1.80794715881348
"banknote",3,0.109601974487305,0.023676872253418,1.69780707359314
"banknote",4,0.116060972213745,0.0238251686096191,1.76679491996765
"banknote",5,0.108035087585449,0.0253438949584961,1.75176095962524
"banknote",6,0.113801002502441,0.0241310596466064,1.73703718185425
"banknote",7,0.108990907669067,0.0276107788085938,1.77182602882385
"banknote",8,0.109231948852539,0.0258162021636963,1.71052098274231
"banknote",9,0.107377052307129,0.0239410400390625,1.71659088134766
"banknote",10,0.11060905456543,0.0253939628601074,1.77604389190674
