"data","iter","CBA","RIPPER","SBRL"
"wilt",1,0.0964350700378418,0.0177199840545654,2.62739706039429
"wilt",2,0.0967819690704346,0.0197668075561523,2.73475003242493
"wilt",3,0.0985758304595947,0.0189208984375,2.75566482543945
"wilt",4,0.10024881362915,0.0202949047088623,2.51136302947998
"wilt",5,0.0960161685943604,0.018214225769043,2.41646599769592
"wilt",6,0.113771915435791,0.0184810161590576,2.0824761390686
"wilt",7,0.10260009765625,0.0207228660583496,1.73113584518433
"wilt",8,0.099113941192627,0.017733097076416,1.9986469745636
"wilt",9,0.0955190658569336,0.0191299915313721,2.11425280570984
"wilt",10,0.0943479537963867,0.0183990001678467,1.89581394195557
