"data","iter","CBA","RIPPER","SBRL"
"texture",1,7.76916313171387,0.572227001190186,NA
"texture",2,7.87309908866882,0.750110864639282,NA
"texture",3,9.55380606651306,0.500051021575928,NA
"texture",4,8.1200909614563,0.700834035873413,NA
"texture",5,8.26077699661255,0.726589918136597,NA
"texture",6,7.59397602081299,0.630204916000366,NA
"texture",7,8.0727219581604,0.600022077560425,NA
"texture",8,8.64059400558472,0.571329116821289,NA
"texture",9,9.11372995376587,0.657043933868408,NA
"texture",10,7.91714286804199,0.652549028396606,NA
