"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max"
"wireless",1,"CBA",2.19,1,2,2,3,4
"wireless",1,"RIPPER",2.08,1,1,1,3,5
"wireless",2,"CBA",2.41,1,2,2,3,4
"wireless",2,"RIPPER",2.18,1,1,2,2.5,5
"wireless",3,"CBA",2.39,1,2,2,3,4
"wireless",3,"RIPPER",1.93,1,2,2,2,4
"wireless",4,"CBA",2.23,1,2,2,3,4
"wireless",4,"RIPPER",2.12,1,1.75,2,3,3
"wireless",5,"CBA",2.34,1,2,2,3,4
"wireless",5,"RIPPER",1.92,1,1,2,2,4
"wireless",6,"CBA",2.17,1,2,2,3,4
"wireless",6,"RIPPER",2.48,1,2,2,3,4
"wireless",7,"CBA",2.19,1,2,2,3,4
"wireless",7,"RIPPER",2.13,1,2,2,2,4
"wireless",8,"CBA",2.12,1,1.75,2,3,4
"wireless",8,"RIPPER",1.75,1,1,2,2,4
"wireless",9,"CBA",2.36,1,2,2,3,4
"wireless",9,"RIPPER",2.24,1,2,2,3,3
"wireless",10,"CBA",2.22,1,2,2,3,4
"wireless",10,"RIPPER",2.25,1,2,2,3,3
