"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max"
"auto",1,"CBA",3.64,2,3,4,4,4
"auto",1,"RIPPER",1.58,1,1,1.5,2,3
"auto",2,"CBA",3.53,2,3,4,4,4
"auto",2,"RIPPER",1.67,1,1,2,2,3
"auto",3,"CBA",3.12,2,3,3,3.75,4
"auto",3,"RIPPER",1.69,1,1,2,2,3
"auto",4,"CBA",3.55,3,3,4,4,4
"auto",4,"RIPPER",1.7,1,1,2,2,3
"auto",5,"CBA",3.5,3,3,3.5,4,4
"auto",5,"RIPPER",1.73,1,1,2,2,3
"auto",6,"CBA",3.62,2,3,4,4,4
"auto",6,"RIPPER",1.75,1,1.75,2,2,2
"auto",7,"CBA",3.46,2,3,3,4,4
"auto",7,"RIPPER",2,1,2,2,2,4
"auto",8,"CBA",3.56,2,3,4,4,4
"auto",8,"RIPPER",1.55,1,1,2,2,2
"auto",9,"CBA",3.57,2,3,4,4,4
"auto",9,"RIPPER",1.82,1,1.5,2,2,3
"auto",10,"CBA",3.48,2,3,4,4,4
"auto",10,"RIPPER",1.91,1,1,2,2,4
