"data","iter","CBA","RIPPER","SBRL"
"XOR",1,0.0698208808898926,0.0156810283660889,1.30261588096619
"XOR",2,0.0720479488372803,0.0168910026550293,1.32177114486694
"XOR",3,0.0735888481140137,0.0163688659667969,1.30361008644104
"XOR",4,0.0699901580810547,0.0154170989990234,1.31534314155579
"XOR",5,0.0735139846801758,0.0153160095214844,1.31879496574402
"XOR",6,0.0744130611419678,0.0166079998016357,1.3913459777832
"XOR",7,0.0727910995483398,0.0160000324249268,1.35486602783203
"XOR",8,0.0718889236450195,0.0163729190826416,1.31956100463867
"XOR",9,0.0850200653076172,0.0180740356445312,1.31337308883667
"XOR",10,0.0752718448638916,0.0156099796295166,1.3427619934082
