"data","iter","CBA","RIPPER","SBRL"
"wine",1,0.256546020507812,0.0257618427276611,NA
"wine",2,0.219526052474976,0.0249419212341309,NA
"wine",3,0.207329988479614,0.0254919528961182,NA
"wine",4,0.349408149719238,0.0247759819030762,NA
"wine",5,0.192360162734985,0.0251679420471191,NA
"wine",6,0.309875011444092,0.0369458198547363,NA
"wine",7,0.260128974914551,0.0244870185852051,NA
"wine",8,0.202859163284302,0.0260999202728271,NA
"wine",9,0.313737154006958,0.0247898101806641,NA
"wine",10,0.287912130355835,0.0268070697784424,NA
