"data","iter","CBA","RIPPER","SBRL"
"cryotherapy",1,0.107155084609985,0.0148630142211914,0.583785057067871
"cryotherapy",2,0.105265140533447,0.0160021781921387,0.561079978942871
"cryotherapy",3,0.112766027450562,0.0156710147857666,0.562608003616333
"cryotherapy",4,0.106471061706543,0.0164041519165039,0.570628881454468
"cryotherapy",5,0.0996420383453369,0.0163860321044922,0.580011129379272
"cryotherapy",6,0.111933946609497,0.0181500911712646,0.587568044662476
"cryotherapy",7,0.115231990814209,0.0158178806304932,0.584144830703735
"cryotherapy",8,0.100016832351685,0.015841007232666,0.608419895172119
"cryotherapy",9,0.122790098190308,0.0166580677032471,0.586252927780151
"cryotherapy",10,0.119521856307983,0.0148169994354248,0.592294931411743
