"data","iter","method","mean","min","lower_quartile","median","upper_quartile","max"
"wdbc",1,"CBA",2.34,1,2,2,3,4
"wdbc",1,"RIPPER",2.14,1,2,2,2.5,3
"wdbc",1,"SBRL",1.67,1,1,1,2,3
"wdbc",2,"CBA",2.47,1,2,2,3,4
"wdbc",2,"RIPPER",2,1,2,2,2,3
"wdbc",2,"SBRL",1.5,1,1,1.5,2,2
"wdbc",3,"CBA",2.17,1,2,2,2,4
"wdbc",3,"RIPPER",1.75,1,1.75,2,2,2
"wdbc",3,"SBRL",1,1,1,1,1,1
"wdbc",4,"CBA",2.24,1,2,2,3,4
"wdbc",4,"RIPPER",2.2,1,2,2,3,3
"wdbc",4,"SBRL",1.67,1,1.5,2,2,2
"wdbc",5,"CBA",2.35,1,2,2,3,4
"wdbc",5,"RIPPER",2.2,2,2,2,2,3
"wdbc",5,"SBRL",1.33,1,1,1,1.5,2
"wdbc",6,"CBA",2.31,1,2,2,3,4
"wdbc",6,"RIPPER",2,2,2,2,2,2
"wdbc",6,"SBRL",1.33,1,1,1,1.5,2
"wdbc",7,"CBA",2.12,1,2,2,2,3
"wdbc",7,"RIPPER",1.6,1,1,2,2,2
"wdbc",7,"SBRL",1.67,1,1.5,2,2,2
"wdbc",8,"CBA",2.35,1,2,2,3,4
"wdbc",8,"RIPPER",1.6,1,1,2,2,2
"wdbc",8,"SBRL",1.67,1,1,1,2,3
"wdbc",9,"CBA",2.33,1,2,2,3,4
"wdbc",9,"RIPPER",2.17,2,2,2,2,3
"wdbc",9,"SBRL",1.33,1,1,1,1.5,2
"wdbc",10,"CBA",2.33,1,2,2,3,3
"wdbc",10,"RIPPER",2,1,1,2,3,3
"wdbc",10,"SBRL",1.67,1,1.5,2,2,2
